product_orders,product_reorders,product_reorder_rate,avg_cart_position,median_cart_position,std_cart_position,product_popularity_rank,order_size,order_reorders,order_reorder_rate,add_to_cart_order,department_frequency,aisle_frequency,department_id,aisle_id,reorder_x_position,popularity_score,order_complexity,reordered
3103,2189,0.705446342249436,7.341282629713181,6.0,5.746739094272916,29.0,12,12,1.0,4,409087,150473,4,24,2.821785368997744,0.1657054362917868,12.0,1
103,57,0.5533980582524272,10.262135922330096,8.0,7.488502514048628,2383.5,17,10,0.5882352941176471,2,100426,4727,1,42,1.1067961165048543,0.0055003738118124,10.0,0
1,0,0.0,1.0,1.0,0.0,35181.5,15,5,0.3333333333333333,1,1795,1795,2,6,0.0,5.340168749332479e-05,5.0,0
12,2,0.1666666666666666,10.166666666666666,6.5,11.629377637794049,12384.0,5,1,0.2,3,21570,1469,11,22,0.5,0.0006408202499198,1.0,0
182,88,0.4835164835164835,11.807692307692308,10.0,9.237884175361753,1312.0,13,11,0.8461538461538461,11,100426,18221,1,38,5.318681318681318,0.0097191071237851,11.0,0
92,72,0.782608695652174,9.402173913043478,7.0,8.36142343238134,2647.0,17,12,0.7058823529411765,5,217051,55240,16,120,3.9130434782608696,0.0049129552493858,12.0,1
55,40,0.7272727272727273,8.072727272727272,6.0,7.634848334506002,4199.0,13,7,0.5384615384615384,1,114046,36617,7,115,0.7272727272727273,0.0029370928121328,7.0,1
20,16,0.8,6.35,4.0,9.604138362404536,9011.5,20,19,0.95,4,114046,16279,7,77,3.2,0.0010680337498664,19.0,1
2646,2129,0.8046107331821618,6.317460317460317,4.0,5.928220080321816,38.0,22,19,0.8636363636363636,10,217051,12356,16,53,8.046107331821618,0.1413008651073374,19.0,1
13,5,0.3846153846153846,12.76923076923077,11.0,8.852060458389015,11823.5,10,9,0.9,2,46799,15109,15,69,0.7692307692307693,0.0006942219374132,9.0,1
33,12,0.3636363636363636,13.030303030303031,10.0,10.74268602493357,6281.5,14,2,0.1428571428571428,3,38713,11298,9,131,1.0909090909090908,0.0017622556872797,2.0,0
85,44,0.5176470588235295,10.823529411764708,9.0,9.362000791686008,2868.5,15,0,0.0,11,44291,16957,20,96,5.694117647058824,0.0045391434369326,0.0,0
31,12,0.3870967741935484,10.35483870967742,7.0,8.95004054775461,6614.5,18,8,0.4444444444444444,8,48394,5054,3,43,3.096774193548387,0.001655452312293,8.0,0
138,16,0.1159420289855072,9.159420289855072,7.0,7.583353240935806,1784.0,1,0,0.0,1,81242,9279,13,104,0.1159420289855072,0.0073694328740788,0.0,0
61,32,0.5245901639344263,7.344262295081967,5.0,6.024630682737986,3841.5,22,10,0.4545454545454545,12,118862,11453,19,45,6.295081967213115,0.0032575029370928,10.0,1
1351,1004,0.7431532198371577,4.438934122871947,3.0,4.631031567759272,100.5,6,2,0.3333333333333333,3,409087,13460,4,32,2.229459659511473,0.0721456798034817,2.0,0
330,260,0.7878787878787878,5.578787878787879,3.0,5.842526079385738,641.5,5,1,0.2,2,217051,26240,16,91,1.5757575757575757,0.0176225568727971,1.0,1
356,206,0.5786516853932584,8.77247191011236,7.0,6.996693429247185,592.0,32,20,0.625,27,409087,150609,4,83,15.623595505617978,0.0190110007476236,20.0,1
3597,2479,0.6891854323046983,8.67167083680845,7.0,6.509709597004998,22.0,22,18,0.8181818181818182,18,409087,78493,4,123,12.405337781484567,0.1920858699134892,18.0,1
7409,6226,0.8403293291942232,6.417735186934809,5.0,5.652439189413349,6.0,16,11,0.6875,4,409087,150473,4,24,3.361317316776893,0.3956531026380434,11.0,0
31,12,0.3870967741935484,11.258064516129032,9.0,7.920301938417431,6614.5,11,8,0.7272727272727273,1,217051,41699,16,21,0.3870967741935484,0.001655452312293,8.0,1
15480,13362,0.8631782945736434,4.763501291989664,3.0,4.9579091349581565,2.0,20,7,0.35,11,409087,150473,4,24,9.494961240310078,0.8266581223966677,7.0,0
5,4,0.8,8.8,11.0,6.418722614352485,19690.0,7,5,0.7142857142857143,3,114046,9376,7,94,2.4000000000000004,0.0002670084374666,5.0,1
33,12,0.3636363636363636,11.303030303030305,10.0,8.013601127477148,6281.5,11,1,0.0909090909090909,9,46799,15109,15,69,3.272727272727273,0.0017622556872797,1.0,0
386,238,0.616580310880829,9.588082901554404,8.0,7.016401042408754,516.5,13,10,0.7692307692307693,4,217051,41699,16,21,2.466321243523316,0.0206130513724233,10.0,1
2809,2100,0.7475970096119615,8.073691705233179,6.0,6.5604722024318205,36.0,16,15,0.9375,11,409087,150473,4,24,8.223567105731577,0.1500053401687493,15.0,1
308,171,0.5551948051948052,11.068181818181818,9.0,7.957044321742212,701.5,16,6,0.375,4,118862,12532,19,117,2.220779220779221,0.016447719747944,6.0,0
363,237,0.6528925619834711,9.823691460055096,8.0,7.609734288970874,574.0,13,2,0.1538461538461538,12,217051,41699,16,21,7.834710743801653,0.0193848125600769,2.0,1
10894,8603,0.7897007527079126,8.017073618505599,6.0,6.691787959878036,3.0,10,2,0.2,3,409087,150473,4,24,2.3691022581237378,0.5817579835522803,2.0,0
2932,1671,0.569918144611187,9.657230559345155,8.0,6.950831773091415,30.0,23,14,0.6086956521739131,17,409087,150609,4,83,9.688608458390178,0.1565737477304283,14.0,0
156,102,0.6538461538461539,9.07051282051282,7.0,7.9418143531053,1558.0,9,1,0.1111111111111111,8,48394,9851,3,93,5.230769230769231,0.0083306632489586,1.0,0
96,46,0.4791666666666667,12.614583333333334,11.0,7.893194659314097,2546.5,16,12,0.75,8,14941,13198,18,92,3.8333333333333335,0.0051265619993591,12.0,1
538,383,0.7118959107806692,9.802973977695167,8.0,8.059267799897052,343.0,25,12,0.48,6,100426,7661,1,79,4.271375464684015,0.0287301078714087,12.0,1
143,88,0.6153846153846154,9.363636363636363,8.0,6.995517130504036,1712.0,16,3,0.1875,6,44291,15142,20,67,3.692307692307693,0.0076364413115454,3.0,1
20,16,0.8,11.5,8.0,9.0,9011.5,43,20,0.4651162790697674,7,118862,19592,19,78,5.6000000000000005,0.0010680337498664,20.0,1
2400,1503,0.62625,9.4075,8.0,7.189551291277092,48.0,16,12,0.75,12,409087,16052,4,16,7.515,0.1281640499839794,12.0,1
60,27,0.45,9.216666666666669,7.5,7.47672471269195,3893.0,6,6,1.0,4,409087,150473,4,24,1.8,0.0032041012495994,6.0,1
7293,6042,0.8284656519950637,6.972850678733032,5.0,6.149653853434211,7.0,25,19,0.76,2,409087,150473,4,24,1.6569313039901274,0.3894585068888176,19.0,1
22,8,0.3636363636363636,10.590909090909092,8.0,10.210447921283706,8432.5,33,11,0.3333333333333333,17,44291,15142,20,67,6.181818181818182,0.0011748371248531,11.0,0
628,392,0.6242038216560509,8.98248407643312,8.0,6.4982892270607575,281.5,12,11,0.9166666666666666,2,217051,55240,16,120,1.248407643312102,0.0335362597458079,11.0,1
2627,1944,0.7400076132470499,7.575561476969928,6.0,6.033220771187213,39.0,21,17,0.8095238095238095,14,409087,150609,4,83,10.360106585458698,0.1402862330449642,17.0,1
66,23,0.3484848484848485,9.348484848484848,8.5,7.892532837567074,3596.5,13,8,0.6153846153846154,9,118862,12532,19,117,3.1363636363636367,0.0035245113745594,8.0,0
295,178,0.6033898305084746,10.989830508474576,9.0,8.072159573203228,736.5,16,16,1.0,1,29500,16201,14,121,0.6033898305084746,0.0157534978105308,16.0,1
1576,1004,0.6370558375634517,10.232868020304569,9.0,7.31493525176341,82.0,6,3,0.5,3,46799,11774,15,59,1.9111675126903556,0.0841610594894798,3.0,1
142,93,0.6549295774647887,8.19718309859155,6.0,7.378557621660632,1725.5,5,5,1.0,3,100426,18221,1,38,1.9647887323943665,0.0075830396240521,5.0,1
25,17,0.68,8.96,8.0,5.419717089787375,7741.0,30,22,0.7333333333333333,17,217051,55240,16,120,11.56,0.0013350421873331,22.0,1
18,9,0.5,9.61111111111111,8.0,7.1877255576997685,9662.0,16,9,0.5625,12,100426,4727,1,42,6.0,0.0009612303748798,9.0,0
26,8,0.3076923076923077,3.1153846153846154,2.0,3.691362058394414,7530.0,6,3,0.5,5,35986,1959,17,111,1.5384615384615383,0.0013884438748264,3.0,0
32,12,0.375,12.65625,10.0,9.516062397251664,6449.5,30,16,0.5333333333333333,21,11902,3548,6,30,7.875,0.0017088539997863,16.0,0
614,345,0.5618892508143323,7.120521172638436,5.0,6.971987931349668,294.0,31,11,0.3548387096774194,30,118862,9980,19,61,16.85667752442997,0.0327886361209014,11.0,0
96,36,0.375,9.760416666666666,7.0,8.49364442474696,2546.5,9,2,0.2222222222222222,9,81242,9279,13,104,3.375,0.0051265619993591,2.0,0
71,39,0.5492957746478874,8.943661971830986,7.0,7.400554658641013,3385.5,31,19,0.6129032258064516,23,217051,55240,16,120,12.63380281690141,0.003791519812026,19.0,1
9784,8055,0.8232829108748978,7.485384300899428,6.0,6.193974362627672,4.0,13,10,0.7692307692307693,4,409087,78493,4,123,3.293131643499591,0.5224821104346897,10.0,1
444,210,0.4729729729729729,10.195945945945946,8.5,7.665694548967156,435.5,10,1,0.1,7,409087,150609,4,83,3.310810810810811,0.0237103492470362,1.0,0
55,27,0.4909090909090909,6.090909090909091,4.0,5.437431063071657,4199.0,35,30,0.8571428571428571,1,217051,19875,16,86,0.4909090909090909,0.0029370928121328,30.0,1
92,49,0.532608695652174,9.717391304347826,8.0,7.363894823127051,2647.0,23,8,0.3478260869565217,13,44291,5123,20,14,6.923913043478262,0.0049129552493858,8.0,1
173,99,0.5722543352601156,4.780346820809249,4.0,3.872723021330886,1395.5,17,17,1.0,3,100426,3341,1,34,1.716763005780347,0.0092384919363451,17.0,1
1147,734,0.6399302528334786,8.530950305143854,7.0,6.3968286252547895,127.0,27,27,1.0,8,409087,78493,4,123,5.119442022667829,0.0612517355548435,27.0,1
397,210,0.5289672544080605,12.33249370277078,11.0,8.474279390602216,499.0,15,13,0.8666666666666667,1,118862,19592,19,78,0.5289672544080605,0.0212004699348499,13.0,1
33,2,0.0606060606060606,12.424242424242424,9.0,8.392817997513944,6281.5,48,16,0.3333333333333333,29,81242,9279,13,104,1.7575757575757576,0.0017622556872797,16.0,0
1,0,0.0,7.0,7.0,0.0,35181.5,7,1,0.1428571428571428,7,114046,8392,7,26,0.0,5.340168749332479e-05,1.0,0
830,546,0.6578313253012048,9.548192771084338,8.0,7.026537006446581,184.0,41,31,0.7560975609756098,7,409087,78493,4,123,4.604819277108434,0.0443234006194595,31.0,1
52,23,0.4423076923076923,8.538461538461538,7.0,6.463962053560049,4419.0,10,3,0.3,10,118862,31269,19,107,4.423076923076923,0.0027768877496528,3.0,0
116,91,0.7844827586206896,6.5344827586206895,4.5,5.6236009421207935,2120.5,17,12,0.7058823529411765,5,217051,19875,16,86,3.922413793103448,0.0061945957492256,12.0,1
1154,750,0.6499133448873483,9.031195840554592,8.0,6.851850488507499,124.0,18,13,0.7222222222222222,17,409087,150609,4,83,11.048526863084922,0.0616255473672968,13.0,0
4,3,0.75,16.5,15.0,9.678154093971983,21818.0,14,9,0.6428571428571429,8,29500,3144,14,48,6.0,0.0002136067499732,9.0,1
18726,16557,0.8841717398269785,4.959414717505073,3.0,5.0238584588908655,1.0,17,16,0.9411764705882352,12,409087,150473,4,24,10.610060877923742,1.0,16.0,1
457,302,0.6608315098468271,8.914660831509847,7.0,6.715991614094649,422.0,41,27,0.6585365853658537,9,44291,16957,20,96,5.947483588621444,0.0244045711844494,27.0,1
7409,6226,0.8403293291942232,6.417735186934809,5.0,5.652439189413349,6.0,20,17,0.85,2,409087,150473,4,24,1.6806586583884464,0.3956531026380434,17.0,1
730,411,0.563013698630137,10.965753424657532,9.0,8.069497839700647,219.5,16,16,1.0,8,409087,150609,4,83,4.504109589041096,0.038983231870127,16.0,1
305,132,0.4327868852459016,11.685245901639345,10.0,8.470495155506853,709.5,11,8,0.7272727272727273,5,38713,11298,9,131,2.1639344262295084,0.016287514685464,8.0,1
187,95,0.5080213903743316,9.679144385026738,7.0,7.989491977571921,1266.5,19,9,0.4736842105263157,12,100426,22676,1,37,6.096256684491979,0.0099861155612517,9.0,0
183,115,0.6284153005464481,9.9672131147541,8.0,7.291347905463597,1302.5,13,10,0.7692307692307693,9,44291,16957,20,96,5.6557377049180335,0.0097725088112784,10.0,1
9784,8055,0.8232829108748978,7.485384300899428,6.0,6.193974362627672,4.0,10,8,0.8,5,409087,78493,4,123,4.116414554374489,0.5224821104346897,8.0,1
3279,2328,0.7099725526075022,6.897834705702958,5.0,6.635934278007963,27.0,11,8,0.7272727272727273,8,409087,13460,4,32,5.679780420860018,0.1751041332906119,8.0,0
42,26,0.6190476190476191,10.404761904761903,9.0,8.568403453783327,5233.0,27,17,0.6296296296296297,26,46799,3241,15,95,16.095238095238095,0.0022428708747196,17.0,0
15480,13362,0.8631782945736434,4.763501291989664,3.0,4.9579091349581565,2.0,13,6,0.4615384615384615,13,409087,150473,4,24,11.221317829457364,0.8266581223966677,6.0,0
19,13,0.6842105263157895,8.578947368421053,7.0,5.9002428337379484,9323.0,12,6,0.5,11,100426,922,1,119,7.526315789473684,0.0010146320623731,6.0,0
10,3,0.3,8.4,4.5,8.669230390037834,13752.5,24,11,0.4583333333333333,22,100426,7661,1,79,6.6,0.0005340168749332,11.0,0
1966,1476,0.7507629704984741,6.677517802644965,5.0,5.957762541184263,65.0,9,8,0.8888888888888888,5,114046,36617,7,115,3.75381485249237,0.1049877176118765,8.0,1
2252,1624,0.7211367673179396,8.698934280639431,7.0,6.9868149430584285,55.0,18,13,0.7222222222222222,3,409087,150473,4,24,2.163410301953819,0.1202606002349674,13.0,1
8,2,0.25,12.125,11.0,4.998213966722799,15571.0,18,7,0.3888888888888889,7,48394,8353,3,128,1.75,0.0004272134999465,7.0,0
19,2,0.1052631578947368,9.0,7.0,7.745966692414833,9323.0,5,1,0.2,4,81242,4758,13,105,0.4210526315789473,0.0010146320623731,1.0,0
1,0,0.0,7.0,7.0,0.0,35181.5,18,5,0.2777777777777778,7,14941,13198,18,92,0.0,5.340168749332479e-05,5.0,0
28,18,0.6428571428571429,8.0,6.0,6.599663291074443,7157.0,6,4,0.6666666666666666,5,114046,8392,7,26,3.2142857142857144,0.001495247249813,4.0,1
282,220,0.7801418439716312,6.453900709219858,4.0,5.894656700171949,779.5,13,8,0.6153846153846154,2,48394,9851,3,93,1.5602836879432624,0.0150592758731175,8.0,1
40,16,0.4,11.275,10.0,7.235905840551916,5433.0,26,26,1.0,24,217051,41699,16,21,9.6,0.0021360674997329,26.0,1
85,7,0.0823529411764705,13.08235294117647,12.0,8.174017728530476,2868.5,30,24,0.8,23,81242,9279,13,104,1.8941176470588237,0.0045391434369326,24.0,0
9784,8055,0.8232829108748978,7.485384300899428,6.0,6.193974362627672,4.0,6,3,0.5,5,409087,78493,4,123,4.116414554374489,0.5224821104346897,3.0,0
81,34,0.419753086419753,7.679012345679013,5.0,7.04419470289867,3008.0,2,1,0.5,1,35986,12694,17,54,0.419753086419753,0.0043255366869593,1.0,1
926,630,0.6803455723542117,9.802375809935205,8.0,7.340876652355679,163.0,11,6,0.5454545454545454,2,409087,150609,4,83,1.3606911447084231,0.0494499626188187,6.0,1
1788,1179,0.6593959731543624,9.247762863534676,7.0,7.597058639554778,75.0,14,14,1.0,1,44291,16957,20,96,0.6593959731543624,0.0954822172380647,14.0,1
119,55,0.4621848739495798,9.336134453781511,7.0,9.086474685985602,2070.5,13,2,0.1538461538461538,12,35986,1959,17,111,5.546218487394958,0.0063548008117056,2.0,0
276,130,0.4710144927536231,11.068840579710145,10.0,8.174392839056614,798.0,29,13,0.4482758620689655,25,409087,78493,4,123,11.77536231884058,0.0147388657481576,13.0,0
272,164,0.6029411764705882,10.327205882352942,8.5,8.246631578135425,811.5,31,25,0.8064516129032258,24,118862,31269,19,107,14.470588235294116,0.0145252589981843,25.0,1
4589,3266,0.7117018958378731,9.377642187840488,8.0,6.858365126442373,14.0,6,4,0.6666666666666666,4,409087,150609,4,83,2.8468075833514925,0.2450603439068674,4.0,1
15,9,0.6,10.733333333333333,11.0,8.310635755865292,10865.0,26,26,1.0,23,100426,18221,1,38,13.8,0.0008010253123998,26.0,1
1077,639,0.5933147632311978,9.21355617455896,7.0,7.2931756358174,134.5,22,9,0.4090909090909091,7,100426,22453,1,116,4.153203342618385,0.0575136174303108,9.0,0
1993,1565,0.7852483692925238,8.688409433015554,7.0,6.641323651829108,63.0,17,14,0.8235294117647058,5,217051,41699,16,21,3.926241846462619,0.1064295631741963,14.0,1
3551,2655,0.7476767107856942,7.892987890735005,6.0,6.333842377828584,23.0,22,10,0.4545454545454545,2,409087,150473,4,24,1.4953534215713884,0.1896293922887963,10.0,1
30,21,0.7,7.1,4.0,6.525018166178967,6785.0,16,6,0.375,2,48394,9851,3,93,1.4,0.0016020506247997,6.0,1
51,23,0.4509803921568627,10.254901960784316,8.0,7.989601084547091,4499.0,30,25,0.8333333333333334,30,44291,15142,20,67,13.529411764705882,0.0027234860621595,25.0,0
53,23,0.4339622641509434,9.056603773584904,7.0,7.571238833546389,4341.5,19,5,0.2631578947368421,10,29500,16201,14,121,4.339622641509434,0.0028302894371462,5.0,0
18726,16557,0.8841717398269785,4.959414717505073,3.0,5.0238584588908655,1.0,22,21,0.9545454545454546,1,409087,150473,4,24,0.8841717398269785,1.0,21.0,1
346,255,0.7369942196531792,6.456647398843931,5.0,4.988639183324347,605.5,7,6,0.8571428571428571,4,217051,19875,16,86,2.947976878612717,0.0184769838726903,6.0,1
5546,4279,0.7715470609448251,7.628921745402091,6.0,6.598744599460986,10.0,33,25,0.7575757575757576,7,409087,78493,4,123,5.400829426613775,0.2961657588379793,25.0,1
177,123,0.6949152542372882,10.322033898305085,8.0,8.338248422111466,1352.5,9,3,0.3333333333333333,5,100426,18221,1,38,3.4745762711864407,0.0094520986863184,3.0,1
590,381,0.6457627118644068,7.072881355932204,5.0,6.9828635869423525,310.0,16,9,0.5625,4,29500,16201,14,121,2.5830508474576277,0.0315069956210616,9.0,1
206,173,0.8398058252427184,8.310679611650485,7.0,7.024735566537532,1122.0,6,3,0.5,4,217051,55240,16,120,3.3592233009708736,0.0110007476236249,3.0,1
41,12,0.2926829268292683,10.121951219512194,9.0,7.1944253486682985,5336.0,30,26,0.8666666666666667,26,217051,41699,16,21,7.609756097560975,0.0021894691872263,26.0,1
346,255,0.7369942196531792,6.456647398843931,5.0,4.988639183324347,605.5,7,2,0.2857142857142857,4,217051,19875,16,86,2.947976878612717,0.0184769838726903,2.0,1
269,173,0.6431226765799256,4.631970260223048,4.0,4.306609401423082,822.5,11,2,0.1818181818181818,3,409087,150473,4,24,1.9293680297397768,0.0143650539357043,2.0,0
2891,2288,0.7914216534071256,7.730888965755794,6.0,6.356279940074573,33.0,35,22,0.6285714285714286,32,409087,150473,4,24,25.325492909028014,0.1543842785432019,22.0,0
18,11,0.6111111111111112,9.666666666666666,6.0,8.588638185553805,9662.0,15,15,1.0,1,48394,8353,3,128,0.6111111111111112,0.0009612303748798,15.0,1
1174,720,0.6132879045996593,9.804940374787051,8.0,7.434415222906693,121.0,43,42,0.9767441860465116,8,409087,150609,4,83,4.9063032367972745,0.0626935811171633,42.0,1
74,39,0.527027027027027,9.27027027027027,7.5,6.438959537530373,3260.0,11,0,0.0,10,217051,41699,16,21,5.27027027027027,0.003951724874506,0.0,0
397,223,0.5617128463476071,10.755667506297227,9.0,8.298609435070158,499.0,17,10,0.5882352941176471,6,38713,6134,9,63,3.3702770780856426,0.0212004699348499,10.0,1
82,60,0.7317073170731707,4.146341463414634,3.0,3.75851938020093,2975.0,5,4,0.8,1,118862,6741,19,50,0.7317073170731707,0.0043789383744526,4.0,1
144,89,0.6180555555555556,8.82638888888889,6.0,8.23545962653544,1700.5,28,13,0.4642857142857143,6,217051,55240,16,120,3.7083333333333335,0.0076898429990387,13.0,1
123,91,0.7398373983739838,5.382113821138211,3.0,6.167764328069831,2004.0,16,6,0.375,2,217051,32644,16,84,1.4796747967479675,0.0065684075616789,6.0,0
37,22,0.5945945945945946,9.72972972972973,8.0,7.388612291329922,5766.5,7,3,0.4285714285714285,5,118862,11453,19,45,2.972972972972973,0.001975862437253,3.0,0
161,108,0.6708074534161491,10.521739130434783,8.0,9.262887614373918,1505.0,18,3,0.1666666666666666,14,38713,1628,9,12,9.391304347826088,0.0085976716864252,3.0,0
29,15,0.5172413793103449,9.827586206896552,9.0,7.324464707487607,6966.0,18,1,0.0555555555555555,13,100426,22676,1,37,6.724137931034483,0.0015486489373064,1.0,0
29,15,0.5172413793103449,12.93103448275862,11.0,7.864618029425744,6966.0,32,24,0.75,20,81242,4882,13,110,10.344827586206897,0.0015486489373064,24.0,1
18726,16557,0.8841717398269785,4.959414717505073,3.0,5.0238584588908655,1.0,15,7,0.4666666666666667,8,409087,150473,4,24,7.073373918615828,1.0,7.0,1
3505,2510,0.7161198288159771,8.381455064194009,7.0,6.592185134358274,25.0,24,23,0.9583333333333334,4,409087,150473,4,24,2.8644793152639085,0.1871729146641033,23.0,1
9784,8055,0.8232829108748978,7.485384300899428,6.0,6.193974362627672,4.0,15,3,0.2,2,409087,78493,4,123,1.6465658217497956,0.5224821104346897,3.0,1
76,48,0.631578947368421,7.657894736842105,6.0,5.667574746641805,3195.5,47,11,0.2340425531914893,24,118862,19592,19,78,15.157894736842104,0.0040585282494926,11.0,0
1207,799,0.6619718309859155,8.825186412593206,7.0,6.973422319777032,117.0,18,12,0.6666666666666666,17,409087,150473,4,24,11.253521126760564,0.064455836804443,12.0,1
187,117,0.6256684491978609,9.508021390374331,7.0,7.681404010298668,1266.5,22,20,0.9090909090909092,9,29500,16201,14,121,5.6310160427807485,0.0099861155612517,20.0,1
394,131,0.33248730964467,11.058375634517766,9.0,8.51665892757043,504.0,11,2,0.1818181818181818,11,81242,9743,13,72,3.6573604060913705,0.0210402648723699,2.0,0
234,172,0.7350427350427351,4.927350427350428,3.0,5.763495064027427,979.5,20,15,0.75,1,114046,4742,7,64,0.7350427350427351,0.012495994873438,15.0,1
7,0,0.0,12.428571428571429,6.0,12.791366135759214,16708.0,16,4,0.25,4,30307,3159,12,122,0.0,0.0003738118124532,4.0,0
465,296,0.6365591397849463,7.679569892473118,6.0,6.468967019344543,408.5,11,10,0.9090909090909092,1,114046,36617,7,115,0.6365591397849463,0.024831784684396,10.0,1
83,40,0.4819277108433735,10.036144578313252,9.0,8.41955589920382,2939.5,19,19,1.0,4,118862,31269,19,107,1.927710843373494,0.0044323400619459,19.0,1
169,108,0.6390532544378699,8.650887573964496,7.0,5.906212612309936,1430.0,11,10,0.9090909090909092,4,409087,78493,4,123,2.5562130177514795,0.0090248851863718,10.0,1
7,4,0.5714285714285714,9.714285714285714,11.0,7.91021039994693,16708.0,25,2,0.08,24,217051,55240,16,120,13.714285714285714,0.0003738118124532,2.0,0
